case,dataset,image_hw,input_c,output_c,base_dim,model_variant,compile_source,activation,activation_degree,activation_nominal_depth_degree7,activation_fit_rule,policy,layout_estimator,rotation_estimator,diagonal_estimator,slot_count,compile_node_index,unet22_body_linear_layer_index,linear_layer_index_including_output,node,op_type,is_output_layer,provider_static_supported,provider_static_kind,provider_static_fallback_reason,ct_count,input_ct_count_compact,output_ct_count_compact,selected_input_ct_count,selected_output_ct_count,alpha,beta,output_alpha,output_beta,assigned_level,module_depth,output_level_before_bootstrap,bootstrap_after_layer,bootstrap_reason,bootstrap_before_nodes,bootstrap_boundary_nodes,bootstrap_target_levels,bootstrap_input_shape_after_layer,bootstrap_input_elements_after_layer,bootstrap_count_after_layer,bootstrap_slots_after_layer,bootstrap_ct_count_after_layer,rotation,lt_rotation_estimate,planner_rotation_cost_estimate,relayout_rotation_estimate,relayout_mask_mult_estimate,relayout_sparse_lt_estimate,relayout_depth_estimate,producer_fused_rotation_estimate,consumer_fused_rotation_estimate,diagonal_count,activation_ct_mult_estimate,lt_transform_count_estimate,lt_bsgs_group_count_estimate,lt_baby_rotation_estimate,lt_giant_rotation_estimate,lt_input_cross_rotation_estimate,lt_local_submatrix_rotation_estimate,lt_output_materialize_rotation_estimate,lt_local_program_count_estimate,lt_recovery_program_count_estimate,lt_rho_hat_per_program_estimate,lt_unfused_rotation_estimate,lt_same_input_fusion_savings_estimate,lt_input_channel_multiplier,lt_output_channel_multiplier,lt_estimator,layout_mode,edge_kind,incoming_edge_kind,edge_kind_counts,edge_kind_detail,edge_carry_count,edge_fused_count,edge_explicit_count,edge_bootstrap_drop_count,edge_bootstrap_drop_detail,edge_layout_changed_count,edge_carry_halo_count,edge_bootstrap_drop_ct_saved,edge_bootstrap_drop_slots_saved,relayout_fusion_side,relayout_note,input_gap,output_gap,input_shape,output_shape,fhe_input_shape,fhe_output_shape,clear_input_min,clear_input_max,clear_output_min,clear_output_max,in_channels_layer,out_channels_layer,activation_kind_layer,activation_degree_layer,activation_depth_layer,activation_prescale_layer,activation_constant_layer,activation_fit_low,activation_fit_high,kernel,stride,padding,output_padding,dilation,groups,source_nodes,source_layout,required_layout,selected_input_layout,selected_output_layout,physical_layout,source_physical_layout,target_physical_layout,incoming_edge_count,edge_relayout_count,output_relayout,consumer_fused_relayout_count,producer_fused_relayout_count,producer_materialized_halo,planner_metric_source,case_total_ciphertext_tiles,case_stored_slots,case_relayout_count,case_bootstrap_l_eff,case_input_level,case_bootstrap_count,case_bootstrapper_slots,case_raw_planner_reported_rotation_estimate,case_reported_rotation_estimate,case_lt_bsgs_rotation_estimate,case_planner_rotation_cost_estimate,case_relayout_rotation_estimate,case_relayout_mask_mult_estimate,case_relayout_depth_estimate,case_diagonal_count_estimate,case_activation_ct_mult_estimate,case_ct_pt_mult_estimate,case_halo_redundancy_ratio,case_objective,notes,case_edge_carry_count,case_edge_fused_count,case_edge_explicit_count,case_edge_bootstrap_drop_count,case_edge_layout_changed_count,case_edge_carry_halo_count,case_edge_bootstrap_drop_ct_saved,case_edge_bootstrap_drop_slots_saved
224x224_HanCo_Hand,HanCo Hand Segmentation Dataset,224x224,3,1,32,UNet22PlusOutput_real_trace_22_body_layers_plus_1x1_output,OrionTracer+StatsTracker+fit+NetworkDAG+layout_policy+BootstrapSolver,silu,7,3,Chebyshev.fit from StatsTracker; depth=3 plus 1 if fitted prescale!=1,dp,template,template_unweighted_diagonal_bsgs,template_unweighted_diagonal,32768,8,4,4,enc2b,Conv2d,False,True,u22_same_shape_conv_provider,,25,25,25,25,25,1,1,0,0,10,1,9,False,,,,,,0,0,0,0,13312,13312,13312,0,0,0,0,0,0,106496,0,16384,128,1024,12288,0,13312,0,256,0,6,154816,141504,64,64,template,compact_halo_shared,fused,fused,carry=0;fused=1;explicit=0;bootstrap-drop=0,enc2a_act->enc2b:fused:layout_changed_hidden_in_Conv2d:mode=compact_halo_shared,0,1,0,0,,1,0,0,0,target,target:consumer_fused_relayout,2,2,1x64x112x112,1x64x112x112,1x16x224x224,1x16x224x224,-0.07766319066286087,0.10634354501962662,-0.0821632593870163,0.07948824763298035,64,64,,,,,,,,3x3,1x1,1x1,,1x1,1,enc2a_act,"{""bottom_beta"":1,""gap"":2,""stored_slots"":817152,""stride"":1,""tile_count"":25,""top_beta"":1}","{""bottom_beta"":1,""gap"":2,""stored_slots"":817152,""stride"":1,""tile_count"":25,""top_beta"":1}","{""bottom_beta"":1,""gap"":2,""stored_slots"":817152,""stride"":1,""tile_count"":25,""top_beta"":1}","{""bottom_beta"":0,""core_slots"":802816,""gap"":2,""stored_slots"":802816,""stride"":2,""tile_count"":25,""top_beta"":0}",packed_compact,logical_halo_compact,logical_halo_compact,1,0,False,1,0,False,planner_estimate,1189,38292800,4,10,8,192,32768,1292318,1292210,1292016,1292016,194,194,4,21140672,1158,21142024,0.023015607047108387,1293368.0,"planner-only metadata compile; real traced DAG with 22 body LT layers plus explicit 1x1 output; SiLU7 fit uses StatsTracker ranges; edge_kind: carry=layout unchanged, fused=layout change hidden in operator, explicit=separate re-layout, bootstrap-drop=CT-saving drop halo before bootstrap; no dense HE transform generation or FHE forward",31,18,4,1,22,22,1,14336
224x224_HanCo_Hand,HanCo Hand Segmentation Dataset,224x224,3,1,32,UNet22PlusOutput_real_trace_22_body_layers_plus_1x1_output,OrionTracer+StatsTracker+fit+NetworkDAG+layout_policy+BootstrapSolver,silu,7,3,Chebyshev.fit from StatsTracker; depth=3 plus 1 if fitted prescale!=1,dp,template,template_unweighted_diagonal_bsgs,template_unweighted_diagonal,32768,9,,,enc2b_act,SiLU,False,,chebyshev_polynomial_activation,not_a_provider_linear_kernel,25,25,25,25,25,0,0,0,0,9,3,6,False,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none_activation_polynomial,halo_local,carry,carry,carry=1;fused=0;explicit=0;bootstrap-drop=0,enc2b->enc2b_act:carry:layout_same_carry_compact:mode=halo_local,1,0,0,0,,0,0,0,0,none,,2,2,1x64x112x112,1x64x112x112,1x16x224x224,1x16x224x224,-0.0821632593870163,0.07948824763298035,-0.03939487785100937,0.04132288694381714,,,silu,7,3,1.0,0.0,-0.16298902034759521,0.16031399369239807,,,,,,,enc2b,"{""bottom_beta"":0,""gap"":2,""stored_slots"":802816,""stride"":2,""tile_count"":25,""top_beta"":0}","{""bottom_beta"":0,""gap"":2,""stored_slots"":802816,""stride"":1,""tile_count"":25,""top_beta"":0}","{""bottom_beta"":0,""gap"":2,""stored_slots"":802816,""stride"":2,""tile_count"":25,""top_beta"":0}","{""bottom_beta"":0,""core_slots"":802816,""gap"":2,""stored_slots"":802816,""stride"":2,""tile_count"":25,""top_beta"":0}",packed_compact,packed_compact,packed_compact,1,0,False,0,0,False,planner_estimate,1189,38292800,4,10,8,192,32768,1292318,1292210,1292016,1292016,194,194,4,21140672,1158,21142024,0.023015607047108387,1293368.0,"planner-only metadata compile; real traced DAG with 22 body LT layers plus explicit 1x1 output; SiLU7 fit uses StatsTracker ranges; edge_kind: carry=layout unchanged, fused=layout change hidden in operator, explicit=separate re-layout, bootstrap-drop=CT-saving drop halo before bootstrap; no dense HE transform generation or FHE forward",31,18,4,1,22,22,1,14336
224x224_HanCo_Hand,HanCo Hand Segmentation Dataset,224x224,3,1,32,UNet22PlusOutput_real_trace_22_body_layers_plus_1x1_output,OrionTracer+StatsTracker+fit+NetworkDAG+layout_policy+BootstrapSolver,silu,7,3,Chebyshev.fit from StatsTracker; depth=3 plus 1 if fitted prescale!=1,dp,template,template_unweighted_diagonal_bsgs,template_unweighted_diagonal,32768,10,,,pool2,AvgPool2d,False,True,u22_pool_provider,,7,25,7,25,7,0,0,1,1,6,1,5,False,,,,,,0,0,0,0,320,320,320,0,0,0,0,0,0,640,0,192,128,256,64,0,320,0,192,0,2,448,128,64,1,template,halo_local,carry,carry,carry=1;fused=0;explicit=0;bootstrap-drop=0,enc2b_act->pool2:carry:layout_same_carry_compact:mode=halo_local,1,0,0,0,,0,0,0,0,source,source:producer_materialized_halo,2,4,1x64x112x112,1x64x56x56,1x16x224x224,1x4x224x224,-0.03939487785100937,0.04132288694381714,-0.030593786388635635,0.03374006226658821,64,64,,,,,,,,2x2,2x2,0x0,,1x1,64,enc2b_act,"{""bottom_beta"":0,""gap"":2,""stored_slots"":802816,""stride"":2,""tile_count"":25,""top_beta"":0}","{""bottom_beta"":0,""gap"":2,""stored_slots"":802816,""stride"":2,""tile_count"":25,""top_beta"":0}","{""bottom_beta"":0,""gap"":2,""stored_slots"":802816,""stride"":2,""tile_count"":25,""top_beta"":0}","{""bottom_beta"":1,""core_slots"":200704,""gap"":4,""stored_slots"":207872,""stride"":1,""tile_count"":7,""top_beta"":1}",logical_halo_compact,packed_compact,packed_compact,1,0,False,0,0,True,planner_estimate,1189,38292800,4,10,8,192,32768,1292318,1292210,1292016,1292016,194,194,4,21140672,1158,21142024,0.023015607047108387,1293368.0,"planner-only metadata compile; real traced DAG with 22 body LT layers plus explicit 1x1 output; SiLU7 fit uses StatsTracker ranges; edge_kind: carry=layout unchanged, fused=layout change hidden in operator, explicit=separate re-layout, bootstrap-drop=CT-saving drop halo before bootstrap; no dense HE transform generation or FHE forward",31,18,4,1,22,22,1,14336
224x224_HanCo_Hand,HanCo Hand Segmentation Dataset,224x224,3,1,32,UNet22PlusOutput_real_trace_22_body_layers_plus_1x1_output,OrionTracer+StatsTracker+fit+NetworkDAG+layout_policy+BootstrapSolver,silu,7,3,Chebyshev.fit from StatsTracker; depth=3 plus 1 if fitted prescale!=1,dp,template,template_unweighted_diagonal_bsgs,template_unweighted_diagonal,32768,11,5,5,enc3a,Conv2d,False,True,u22_same_shape_conv_provider,,13,7,13,7,13,1,1,1,1,5,1,4,False,,,,,,0,0,0,0,17408,17408,17408,0,0,0,0,0,0,196608,0,24576,128,1024,16384,0,17408,0,192,0,6,261312,243904,64,128,template,compact_halo_shared,fused,fused,carry=0;fused=1;explicit=0;bootstrap-drop=0,pool2->enc3a:fused:layout_changed_hidden_in_Conv2d:mode=compact_halo_shared,0,1,0,0,,1,0,0,0,source+target,target:consumer_fused_relayout;source:producer_materialized_halo,4,4,1x64x56x56,1x128x56x56,1x4x224x224,1x8x224x224,-0.030593786388635635,0.03374006226658821,-0.0508061945438385,0.057953666895627975,64,128,,,,,,,,3x3,1x1,1x1,,1x1,1,pool2,"{""bottom_beta"":1,""gap"":4,""stored_slots"":207872,""stride"":1,""tile_count"":7,""top_beta"":1}","{""bottom_beta"":1,""gap"":4,""stored_slots"":207872,""stride"":1,""tile_count"":7,""top_beta"":1}","{""bottom_beta"":1,""gap"":4,""stored_slots"":207872,""stride"":1,""tile_count"":7,""top_beta"":1}","{""bottom_beta"":1,""core_slots"":401408,""gap"":4,""stored_slots"":415744,""stride"":1,""tile_count"":13,""top_beta"":1}",logical_halo_compact,logical_halo_compact,logical_halo_compact,1,0,False,1,0,True,planner_estimate,1189,38292800,4,10,8,192,32768,1292318,1292210,1292016,1292016,194,194,4,21140672,1158,21142024,0.023015607047108387,1293368.0,"planner-only metadata compile; real traced DAG with 22 body LT layers plus explicit 1x1 output; SiLU7 fit uses StatsTracker ranges; edge_kind: carry=layout unchanged, fused=layout change hidden in operator, explicit=separate re-layout, bootstrap-drop=CT-saving drop halo before bootstrap; no dense HE transform generation or FHE forward",31,18,4,1,22,22,1,14336
224x224_HanCo_Hand,HanCo Hand Segmentation Dataset,224x224,3,1,32,UNet22PlusOutput_real_trace_22_body_layers_plus_1x1_output,OrionTracer+StatsTracker+fit+NetworkDAG+layout_policy+BootstrapSolver,silu,7,3,Chebyshev.fit from StatsTracker; depth=3 plus 1 if fitted prescale!=1,dp,template,template_unweighted_diagonal_bsgs,template_unweighted_diagonal,32768,12,,,enc3a_act,SiLU,False,,chebyshev_polynomial_activation,not_a_provider_linear_kernel,13,13,13,13,13,1,1,1,1,4,3,1,True,child_level_exceeds_output_level,enc3b,enc3b,10,1x8x224x224,401408,13,32768,13,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none_activation_polynomial,halo_local,carry,carry,carry=1;fused=0;explicit=0;bootstrap-drop=0,enc3a->enc3a_act:carry:layout_same_carry_halo:mode=halo_local,1,0,0,0,,0,1,0,0,none,,4,4,1x128x56x56,1x128x56x56,1x8x224x224,1x8x224x224,-0.0508061945438385,0.057953666895627975,-0.02475791797041893,0.02981625497341156,,,silu,7,3,1.0,0.0,-0.10518612712621689,0.11233360320329666,,,,,,,enc3a,"{""bottom_beta"":1,""gap"":4,""stored_slots"":415744,""stride"":1,""tile_count"":13,""top_beta"":1}","{""bottom_beta"":0,""gap"":4,""stored_slots"":401408,""stride"":1,""tile_count"":13,""top_beta"":0}","{""bottom_beta"":1,""gap"":4,""stored_slots"":415744,""stride"":1,""tile_count"":13,""top_beta"":1}","{""bottom_beta"":1,""core_slots"":401408,""gap"":4,""stored_slots"":415744,""stride"":1,""tile_count"":13,""top_beta"":1}",logical_halo_compact,logical_halo_compact,logical_halo_compact,1,0,False,0,0,False,planner_estimate,1189,38292800,4,10,8,192,32768,1292318,1292210,1292016,1292016,194,194,4,21140672,1158,21142024,0.023015607047108387,1293368.0,"planner-only metadata compile; real traced DAG with 22 body LT layers plus explicit 1x1 output; SiLU7 fit uses StatsTracker ranges; edge_kind: carry=layout unchanged, fused=layout change hidden in operator, explicit=separate re-layout, bootstrap-drop=CT-saving drop halo before bootstrap; no dense HE transform generation or FHE forward",31,18,4,1,22,22,1,14336
224x224_HanCo_Hand,HanCo Hand Segmentation Dataset,224x224,3,1,32,UNet22PlusOutput_real_trace_22_body_layers_plus_1x1_output,OrionTracer+StatsTracker+fit+NetworkDAG+layout_policy+BootstrapSolver,silu,7,3,Chebyshev.fit from StatsTracker; depth=3 plus 1 if fitted prescale!=1,dp,template,template_unweighted_diagonal_bsgs,template_unweighted_diagonal,32768,13,6,6,enc3b,Conv2d,False,True,u22_same_shape_conv_provider,,13,13,13,13,13,1,1,0,0,10,1,9,False,,,,,,0,0,0,0,34816,34816,34816,0,0,0,0,0,0,393216,0,49152,256,2048,32768,0,34816,0,384,0,6,522624,487808,128,128,template,compact_halo_shared,fused,fused,carry=0;fused=1;explicit=0;bootstrap-drop=0,enc3a_act->enc3b:fused:layout_changed_hidden_in_Conv2d:mode=compact_halo_shared,0,1,0,0,,1,0,0,0,target,target:consumer_fused_relayout,4,4,1x128x56x56,1x128x56x56,1x8x224x224,1x8x224x224,-0.02475791797041893,0.02981625497341156,-0.04533504322171211,0.04178186133503914,128,128,,,,,,,,3x3,1x1,1x1,,1x1,1,enc3a_act,"{""bottom_beta"":1,""gap"":4,""stored_slots"":415744,""stride"":1,""tile_count"":13,""top_beta"":1}","{""bottom_beta"":1,""gap"":4,""stored_slots"":415744,""stride"":1,""tile_count"":13,""top_beta"":1}","{""bottom_beta"":1,""gap"":4,""stored_slots"":415744,""stride"":1,""tile_count"":13,""top_beta"":1}","{""bottom_beta"":0,""core_slots"":401408,""gap"":4,""stored_slots"":401408,""stride"":2,""tile_count"":13,""top_beta"":0}",packed_compact,logical_halo_compact,logical_halo_compact,1,0,False,1,0,False,planner_estimate,1189,38292800,4,10,8,192,32768,1292318,1292210,1292016,1292016,194,194,4,21140672,1158,21142024,0.023015607047108387,1293368.0,"planner-only metadata compile; real traced DAG with 22 body LT layers plus explicit 1x1 output; SiLU7 fit uses StatsTracker ranges; edge_kind: carry=layout unchanged, fused=layout change hidden in operator, explicit=separate re-layout, bootstrap-drop=CT-saving drop halo before bootstrap; no dense HE transform generation or FHE forward",31,18,4,1,22,22,1,14336
224x224_HanCo_Hand,HanCo Hand Segmentation Dataset,224x224,3,1,32,UNet22PlusOutput_real_trace_22_body_layers_plus_1x1_output,OrionTracer+StatsTracker+fit+NetworkDAG+layout_policy+BootstrapSolver,silu,7,3,Chebyshev.fit from StatsTracker; depth=3 plus 1 if fitted prescale!=1,dp,template,template_unweighted_diagonal_bsgs,template_unweighted_diagonal,32768,14,,,enc3b_act,SiLU,False,,chebyshev_polynomial_activation,not_a_provider_linear_kernel,13,13,13,13,13,0,0,0,0,9,3,6,False,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none_activation_polynomial,halo_local,carry,carry,carry=1;fused=0;explicit=0;bootstrap-drop=0,enc3b->enc3b_act:carry:layout_same_carry_compact:mode=halo_local,1,0,0,0,,0,0,0,0,none,,4,4,1x128x56x56,1x128x56x56,1x8x224x224,1x8x224x224,-0.04533504322171211,0.04178186133503914,-0.022153792902827263,0.021327298134565353,,,silu,7,3,1.0,0.0,-0.08889349550008774,0.08534031361341476,,,,,,,enc3b,"{""bottom_beta"":0,""gap"":4,""stored_slots"":401408,""stride"":2,""tile_count"":13,""top_beta"":0}","{""bottom_beta"":0,""gap"":4,""stored_slots"":401408,""stride"":1,""tile_count"":13,""top_beta"":0}","{""bottom_beta"":0,""gap"":4,""stored_slots"":401408,""stride"":2,""tile_count"":13,""top_beta"":0}","{""bottom_beta"":0,""core_slots"":401408,""gap"":4,""stored_slots"":401408,""stride"":2,""tile_count"":13,""top_beta"":0}",packed_compact,packed_compact,packed_compact,1,0,False,0,0,False,planner_estimate,1189,38292800,4,10,8,192,32768,1292318,1292210,1292016,1292016,194,194,4,21140672,1158,21142024,0.023015607047108387,1293368.0,"planner-only metadata compile; real traced DAG with 22 body LT layers plus explicit 1x1 output; SiLU7 fit uses StatsTracker ranges; edge_kind: carry=layout unchanged, fused=layout change hidden in operator, explicit=separate re-layout, bootstrap-drop=CT-saving drop halo before bootstrap; no dense HE transform generation or FHE forward",31,18,4,1,22,22,1,14336
224x224_HanCo_Hand,HanCo Hand Segmentation Dataset,224x224,3,1,32,UNet22PlusOutput_real_trace_22_body_layers_plus_1x1_output,OrionTracer+StatsTracker+fit+NetworkDAG+layout_policy+BootstrapSolver,silu,7,3,Chebyshev.fit from StatsTracker; depth=3 plus 1 if fitted prescale!=1,dp,template,template_unweighted_diagonal_bsgs,template_unweighted_diagonal,32768,15,,,pool3,AvgPool2d,False,True,u22_pool_provider,,4,13,4,13,4,0,0,1,1,6,1,5,False,,,,,,0,0,0,0,640,640,640,0,0,0,0,0,0,1280,0,384,256,512,128,0,640,0,384,0,2,896,256,128,1,template,halo_local,carry,carry,carry=1;fused=0;explicit=0;bootstrap-drop=0,enc3b_act->pool3:carry:layout_same_carry_compact:mode=halo_local,1,0,0,0,,0,0,0,0,source,source:producer_materialized_halo,4,8,1x128x56x56,1x128x28x28,1x8x224x224,1x2x224x224,-0.022153792902827263,0.021327298134565353,-0.02137136459350586,0.02060263603925705,128,128,,,,,,,,2x2,2x2,0x0,,1x1,128,enc3b_act,"{""bottom_beta"":0,""gap"":4,""stored_slots"":401408,""stride"":2,""tile_count"":13,""top_beta"":0}","{""bottom_beta"":0,""gap"":4,""stored_slots"":401408,""stride"":2,""tile_count"":13,""top_beta"":0}","{""bottom_beta"":0,""gap"":4,""stored_slots"":401408,""stride"":2,""tile_count"":13,""top_beta"":0}","{""bottom_beta"":1,""core_slots"":100352,""gap"":8,""stored_slots"":107520,""stride"":1,""tile_count"":4,""top_beta"":1}",logical_halo_compact,packed_compact,packed_compact,1,0,False,0,0,True,planner_estimate,1189,38292800,4,10,8,192,32768,1292318,1292210,1292016,1292016,194,194,4,21140672,1158,21142024,0.023015607047108387,1293368.0,"planner-only metadata compile; real traced DAG with 22 body LT layers plus explicit 1x1 output; SiLU7 fit uses StatsTracker ranges; edge_kind: carry=layout unchanged, fused=layout change hidden in operator, explicit=separate re-layout, bootstrap-drop=CT-saving drop halo before bootstrap; no dense HE transform generation or FHE forward",31,18,4,1,22,22,1,14336
224x224_HanCo_Hand,HanCo Hand Segmentation Dataset,224x224,3,1,32,UNet22PlusOutput_real_trace_22_body_layers_plus_1x1_output,OrionTracer+StatsTracker+fit+NetworkDAG+layout_policy+BootstrapSolver,silu,7,3,Chebyshev.fit from StatsTracker; depth=3 plus 1 if fitted prescale!=1,dp,template,template_unweighted_diagonal_bsgs,template_unweighted_diagonal,32768,16,7,7,enc4a,Conv2d,False,True,u22_same_shape_conv_provider,,7,4,7,4,7,1,1,1,1,5,1,4,False,,,,,,0,0,0,0,67584,67584,67584,0,0,0,0,0,0,786432,0,98304,256,2048,65536,0,67584,0,384,0,6,1046912,979328,128,256,template,compact_halo_shared,fused,fused,carry=0;fused=1;explicit=0;bootstrap-drop=0,pool3->enc4a:fused:layout_changed_hidden_in_Conv2d:mode=compact_halo_shared,0,1,0,0,,1,0,0,0,source+target,target:consumer_fused_relayout;source:producer_materialized_halo,8,8,1x128x28x28,1x256x28x28,1x2x224x224,1x4x224x224,-0.02137136459350586,0.02060263603925705,-0.03684093430638313,0.03911686688661575,128,256,,,,,,,,3x3,1x1,1x1,,1x1,1,pool3,"{""bottom_beta"":1,""gap"":8,""stored_slots"":107520,""stride"":1,""tile_count"":4,""top_beta"":1}","{""bottom_beta"":1,""gap"":8,""stored_slots"":107520,""stride"":1,""tile_count"":4,""top_beta"":1}","{""bottom_beta"":1,""gap"":8,""stored_slots"":107520,""stride"":1,""tile_count"":4,""top_beta"":1}","{""bottom_beta"":1,""core_slots"":200704,""gap"":8,""stored_slots"":215040,""stride"":1,""tile_count"":7,""top_beta"":1}",logical_halo_compact,logical_halo_compact,logical_halo_compact,1,0,False,1,0,True,planner_estimate,1189,38292800,4,10,8,192,32768,1292318,1292210,1292016,1292016,194,194,4,21140672,1158,21142024,0.023015607047108387,1293368.0,"planner-only metadata compile; real traced DAG with 22 body LT layers plus explicit 1x1 output; SiLU7 fit uses StatsTracker ranges; edge_kind: carry=layout unchanged, fused=layout change hidden in operator, explicit=separate re-layout, bootstrap-drop=CT-saving drop halo before bootstrap; no dense HE transform generation or FHE forward",31,18,4,1,22,22,1,14336
224x224_HanCo_Hand,HanCo Hand Segmentation Dataset,224x224,3,1,32,UNet22PlusOutput_real_trace_22_body_layers_plus_1x1_output,OrionTracer+StatsTracker+fit+NetworkDAG+layout_policy+BootstrapSolver,silu,7,3,Chebyshev.fit from StatsTracker; depth=3 plus 1 if fitted prescale!=1,dp,template,template_unweighted_diagonal_bsgs,template_unweighted_diagonal,32768,17,,,enc4a_act,SiLU,False,,chebyshev_polynomial_activation,not_a_provider_linear_kernel,7,7,7,7,7,1,1,1,1,4,3,1,True,child_level_exceeds_output_level,enc4b,enc4b,10,1x4x224x224,200704,7,32768,7,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none_activation_polynomial,halo_local,carry,carry,carry=1;fused=0;explicit=0;bootstrap-drop=0,enc4a->enc4a_act:carry:layout_same_carry_halo:mode=halo_local,1,0,0,0,,0,1,0,0,none,,8,8,1x256x28x28,1x256x28x28,1x4x224x224,1x4x224x224,-0.03684093430638313,0.03911686688661575,-0.018081191927194595,0.019940916448831558,,,silu,7,3,1.0,0.0,-0.07481984049081802,0.07709576934576035,,,,,,,enc4a,"{""bottom_beta"":1,""gap"":8,""stored_slots"":215040,""stride"":1,""tile_count"":7,""top_beta"":1}","{""bottom_beta"":0,""gap"":8,""stored_slots"":200704,""stride"":1,""tile_count"":7,""top_beta"":0}","{""bottom_beta"":1,""gap"":8,""stored_slots"":215040,""stride"":1,""tile_count"":7,""top_beta"":1}","{""bottom_beta"":1,""core_slots"":200704,""gap"":8,""stored_slots"":215040,""stride"":1,""tile_count"":7,""top_beta"":1}",logical_halo_compact,logical_halo_compact,logical_halo_compact,1,0,False,0,0,False,planner_estimate,1189,38292800,4,10,8,192,32768,1292318,1292210,1292016,1292016,194,194,4,21140672,1158,21142024,0.023015607047108387,1293368.0,"planner-only metadata compile; real traced DAG with 22 body LT layers plus explicit 1x1 output; SiLU7 fit uses StatsTracker ranges; edge_kind: carry=layout unchanged, fused=layout change hidden in operator, explicit=separate re-layout, bootstrap-drop=CT-saving drop halo before bootstrap; no dense HE transform generation or FHE forward",31,18,4,1,22,22,1,14336
224x224_HanCo_Hand,HanCo Hand Segmentation Dataset,224x224,3,1,32,UNet22PlusOutput_real_trace_22_body_layers_plus_1x1_output,OrionTracer+StatsTracker+fit+NetworkDAG+layout_policy+BootstrapSolver,silu,7,3,Chebyshev.fit from StatsTracker; depth=3 plus 1 if fitted prescale!=1,dp,template,template_unweighted_diagonal_bsgs,template_unweighted_diagonal,32768,18,8,8,enc4b,Conv2d,False,True,u22_same_shape_conv_provider,,7,7,7,7,7,1,1,0,0,10,1,9,False,,,,,,0,0,0,0,135168,135168,135168,0,0,0,0,0,0,1572864,0,196608,512,4096,131072,0,135168,0,768,0,6,2093824,1958656,256,256,template,compact_halo_shared,fused,fused,carry=0;fused=1;explicit=0;bootstrap-drop=0,enc4a_act->enc4b:fused:layout_changed_hidden_in_Conv2d:mode=compact_halo_shared,0,1,0,0,,1,0,0,0,target,target:consumer_fused_relayout,8,8,1x256x28x28,1x256x28x28,1x4x224x224,1x4x224x224,-0.018081191927194595,0.019940916448831558,-0.02983592450618744,0.02922844886779785,256,256,,,,,,,,3x3,1x1,1x1,,1x1,1,enc4a_act,"{""bottom_beta"":1,""gap"":8,""stored_slots"":215040,""stride"":1,""tile_count"":7,""top_beta"":1}","{""bottom_beta"":1,""gap"":8,""stored_slots"":215040,""stride"":1,""tile_count"":7,""top_beta"":1}","{""bottom_beta"":1,""gap"":8,""stored_slots"":215040,""stride"":1,""tile_count"":7,""top_beta"":1}","{""bottom_beta"":0,""core_slots"":200704,""gap"":8,""stored_slots"":200704,""stride"":2,""tile_count"":7,""top_beta"":0}",packed_compact,logical_halo_compact,logical_halo_compact,1,0,False,1,0,False,planner_estimate,1189,38292800,4,10,8,192,32768,1292318,1292210,1292016,1292016,194,194,4,21140672,1158,21142024,0.023015607047108387,1293368.0,"planner-only metadata compile; real traced DAG with 22 body LT layers plus explicit 1x1 output; SiLU7 fit uses StatsTracker ranges; edge_kind: carry=layout unchanged, fused=layout change hidden in operator, explicit=separate re-layout, bootstrap-drop=CT-saving drop halo before bootstrap; no dense HE transform generation or FHE forward",31,18,4,1,22,22,1,14336
